2018.03.14,14:15,106.477,106.480,106.396,106.450,1359
2018.03.14,14:30,106.450,106.486,106.421,106.452,1172
2018.03.14,14:45,106.453,106.484,106.428,106.447,1304
2018.03.14,15:00,106.447,106.448,106.389,106.401,1876
2018.03.14,15:15,106.400,106.489,106.397,106.482,2045
2018.03.14,15:30,106.482,106.482,106.315,106.389,3966
2018.03.14,15:45,106.390,106.580,106.331,106.561,5247
2018.03.14,16:00,106.560,106.576,106.519,106.533,2296
2018.03.14,16:15,106.531,106.588,106.531,106.574,1756
2018.03.14,16:30,106.572,106.584,106.462,106.488,3583
2018.03.14,16:45,106.489,106.541,106.442,106.483,3028
2018.03.14,17:00,106.481,106.549,106.451,106.459,3767
2018.03.14,17:15,106.460,106.481,106.406,106.457,3989
2018.03.14,17:30,106.458,106.477,106.351,106.379,3619
2018.03.14,17:45,106.378,106.429,106.365,106.372,2710
2018.03.14,18:00,106.373,106.396,106.325,106.330,2947
2018.03.14,18:15,106.331,106.343,106.201,106.241,5003
2018.03.14,18:30,106.241,106.241,106.065,106.115,6058
2018.03.14,18:45,106.115,106.203,106.111,106.165,4051
2018.03.14,19:00,106.164,106.208,106.063,106.153,7221
2018.03.14,19:15,106.153,106.207,106.136,106.171,5350
2018.03.14,19:30,106.171,106.255,106.165,106.233,4673
2018.03.14,19:45,106.233,106.293,106.188,106.258,5066
2018.03.14,20:00,106.257,106.260,106.171,106.184,3341
2018.03.14,20:15,106.183,106.270,106.175,106.240,2431
2018.03.14,20:30,106.241,106.308,106.240,106.293,2733
2018.03.14,20:45,106.292,106.372,106.287,106.333,3232
2018.03.14,21:00,106.334,106.348,106.271,106.280,2319
2018.03.14,21:15,106.279,106.366,106.277,106.334,2568
2018.03.14,21:30,106.334,106.387,106.224,106.233,4190
2018.03.14,21:45,106.232,106.267,106.215,106.257,4274
2018.03.14,22:00,106.258,106.297,106.168,106.216,4422
2018.03.14,22:15,106.217,106.271,106.209,106.223,5894
2018.03.14,22:30,106.223,106.256,106.216,106.239,2766
2018.03.14,22:45,106.238,106.265,106.236,106.257,2330
2018.03.14,23:00,106.256,106.312,106.249,106.307,1341
2018.03.14,23:15,106.307,106.311,106.277,106.310,703
2018.03.14,23:30,106.311,106.322,106.298,106.320,738
2018.03.14,23:45,106.320,106.328,106.310,106.317,625
2018.03.15,00:00,106.318,106.319,106.286,106.305,598
2018.03.15,00:15,106.306,106.334,106.283,106.323,2605
2018.03.15,00:30,106.324,106.333,106.293,106.299,1124
2018.03.15,00:45,106.299,106.328,106.275,106.312,2408
2018.03.15,01:00,106.313,106.359,106.293,106.317,1886
2018.03.15,01:15,106.320,106.328,106.309,106.319,442
2018.03.15,01:30,106.320,106.354,106.317,106.353,605
2018.03.15,01:45,106.352,106.352,106.296,106.317,590
2018.03.15,02:00,106.317,106.317,106.272,106.289,970
2018.03.15,02:15,106.288,106.289,106.224,106.235,713
2018.03.15,02:30,106.236,106.291,106.186,106.208,1021
2018.03.15,02:45,106.209,106.210,106.112,106.163,1954
2018.03.15,03:00,106.163,106.176,106.096,106.139,2684
2018.03.15,03:15,106.140,106.151,106.086,106.087,1809
2018.03.15,03:30,106.089,106.152,105.934,105.945,5091
2018.03.15,03:45,105.946,106.018,105.854,105.864,6419
